idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt,updatedAt
2105,1,6,105,1,10,cras pellentesque volutpat dui maecenas tristique est et tempus semper,2025-02-28,
2106,2,6,106,2,,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,2025-02-28,
2107,3,6,107,3,,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,2025-02-28,
2108,4,6,108,4,6,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,2025-02-28,
2109,1,6,109,1,,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,2025-02-28,
2110,2,6,110,2,2,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,2025-02-28,
2111,3,6,111,3,,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,2025-02-28,
2112,4,6,112,4,,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,2025-02-28,
2113,1,6,113,1,8,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,2025-02-28,
2114,2,6,114,2,,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,2025-02-28,
2115,3,6,115,3,6,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,2025-02-28,
2116,4,6,116,4,6,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,2025-02-28,
2117,1,6,117,1,,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2025-02-28,
2118,2,6,118,2,5,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,2025-02-28,
2119,3,6,119,3,,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,2025-02-28,
2120,4,6,120,4,3,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,2025-02-28,
2121,1,6,121,1,8,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,2025-02-28,
2122,2,6,122,2,,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,2025-02-28,
2123,3,6,123,3,6,morbi odio odio elementum eu interdum eu tincidunt in leo,2025-02-28,
2124,4,6,124,4,7,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,2025-02-28,
2125,1,6,125,1,5,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,2025-02-28,
2126,2,6,126,2,,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,2025-02-28,
2127,3,6,127,3,,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,2025-02-28,
2128,4,6,128,4,,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,2025-02-28,
2129,1,6,129,1,,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,2025-02-28,
2130,2,6,130,2,6,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,2025-02-28,
2131,3,6,131,3,,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,2025-02-28,
2132,4,6,132,4,7,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,2025-02-28,
2133,1,6,133,1,7,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,2025-02-28,
2134,2,6,134,2,,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,2025-02-28,
2135,3,6,135,3,,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,2025-02-28,
2136,4,6,136,4,6,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,2025-02-28,
2137,1,6,137,1,6,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2025-02-28,
2138,2,6,138,2,,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,2025-02-28,
2139,3,6,139,3,6,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,2025-02-28,
2140,4,6,140,4,8,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,2025-02-28,
2141,1,6,141,1,,massa id lobortis convallis tortor risus dapibus augue vel accumsan,2025-02-28,
2142,2,6,142,2,,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,2025-02-28,
2143,3,6,143,3,2,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,2025-02-28,
2144,4,6,144,4,,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,2025-02-28,
2145,1,6,145,1,7,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,2025-02-28,
2146,2,6,146,2,,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,2025-02-28,
2147,3,6,147,3,8,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,2025-02-28,
2148,4,6,148,4,,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,2025-02-28,
2149,1,6,149,1,,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,2025-02-28,
2150,2,6,150,2,7,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,2025-02-28,
2151,3,6,151,3,7,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,2025-02-28,
2152,4,6,152,4,4,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,2025-02-28,
2153,1,6,153,1,,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,2025-02-28,
2154,2,6,154,2,,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,2025-02-28,
2155,3,6,155,3,,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,2025-02-28,
2156,4,6,156,4,6,tortor quis turpis sed ante vivamus tortor duis mattis egestas,2025-02-28,
2157,1,6,157,1,,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,2025-02-28,
2158,2,6,158,2,,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,2025-02-28,
2159,3,6,159,3,6,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,2025-02-28,
2160,4,6,160,4,,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,2025-02-28,
2161,1,6,161,1,,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,2025-02-28,
2162,2,6,162,2,9,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,2025-02-28,
2163,3,6,163,3,8,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,2025-02-28,
2164,4,6,164,4,,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,2025-02-28,
2165,1,6,165,1,,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,2025-02-28,
2166,2,6,166,2,6,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,2025-02-28,
2167,3,6,167,3,,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,2025-02-28,
2168,4,6,168,4,,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,2025-02-28,
2169,1,6,169,1,3,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,2025-02-28,
2170,2,6,170,2,8,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,2025-02-28,
2171,3,6,171,3,,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,2025-02-28,
2172,4,6,172,4,7,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,2025-02-28,
2173,1,6,173,1,10,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2025-02-28,
2174,2,6,174,2,,quisque ut erat curabitur gravida nisi at nibh in hac,2025-02-28,
2175,3,6,175,3,9,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,2025-02-28,
2176,4,6,176,4,9,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2025-02-28,
2177,1,6,177,1,,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,2025-02-28,
2178,2,6,178,2,,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,2025-02-28,
2179,3,6,179,3,4,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,2025-02-28,
2180,4,6,180,4,,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,2025-02-28,
2181,1,6,181,1,8,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2025-02-28,
2182,2,6,182,2,7,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,2025-02-28,
2183,3,6,183,3,6,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,2025-02-28,
2184,4,6,184,4,,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,2025-02-28,
2185,1,6,185,1,7,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,2025-02-28,
2186,2,6,186,2,8,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,2025-02-28,
2187,3,6,187,3,5,duis aliquam convallis nunc proin at turpis a pede posuere nonummy,2025-02-28,
2188,4,6,188,4,,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,2025-02-28,
2189,1,6,189,1,9,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,2025-02-28,
2190,2,6,190,2,5,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,2025-02-28,
2191,3,6,191,3,7,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,2025-02-28,
2192,4,6,192,4,,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,2025-02-28,
2193,1,6,193,1,8,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,2025-02-28,
2194,2,6,194,2,3,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,2025-02-28,
2195,3,6,195,3,5,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,2025-02-28,
2196,4,6,196,4,9,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,2025-02-28,
2197,1,6,197,1,,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,2025-02-28,
2198,2,6,198,2,,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2025-02-28,
2199,3,6,199,3,1,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,2025-02-28,
2200,4,6,200,4,6,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,2025-02-28,
2201,1,6,201,1,,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,2025-02-28,
2202,2,6,202,2,1,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,2025-02-28,
2203,3,6,203,3,7,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,2025-02-28,
2204,4,6,204,4,,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,2025-02-28,
2205,1,6,205,1,,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,2025-02-28,
2206,2,6,206,2,8,donec semper sapien a libero nam dui proin leo odio,2025-02-28,
2207,3,6,207,3,,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,2025-02-28,
2208,4,6,208,4,7,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,2025-02-28,
2209,1,6,209,1,8,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,2025-02-28,
2210,2,6,210,2,,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,2025-02-28,
2211,3,6,211,3,6,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,2025-02-28,
2212,4,6,212,4,,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,2025-02-28,
2213,1,6,213,1,6,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,2025-02-28,
2214,2,6,214,2,,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,2025-02-28,
2215,3,6,215,3,,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,2025-02-28,
2216,4,6,216,4,,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,2025-02-28,
2217,1,6,217,1,8,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,2025-02-28,
2218,2,6,218,2,,risus auctor sed tristique in tempus sit amet sem fusce,2025-02-28,
2219,3,6,219,3,,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,2025-02-28,
2220,4,6,220,4,8,rutrum rutrum neque aenean auctor gravida sem praesent id massa,2025-02-28,
2221,1,6,221,1,9,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,2025-02-28,
2222,2,6,222,2,,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2025-02-28,
2223,3,6,223,3,,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,2025-02-28,
2224,4,6,224,4,,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,2025-02-28,
2225,1,6,225,1,9,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,2025-02-28,
2226,2,6,226,2,,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,2025-02-28,
2227,3,6,227,3,,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,2025-02-28,
2228,4,6,228,4,7,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,2025-02-28,
2229,1,6,229,1,,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,2025-02-28,
2230,2,6,230,2,,sollicitudin mi sit amet lobortis sapien sapien non mi integer,2025-02-28,
2231,3,6,231,3,,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,2025-02-28,
2232,4,6,232,4,,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,2025-02-28,
2233,1,6,233,1,3,semper rutrum nulla nunc purus phasellus in felis donec semper,2025-02-28,
2234,2,6,234,2,,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,2025-02-28,
2235,3,6,235,3,,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,2025-02-28,
2236,4,6,236,4,8,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,2025-02-28,
2237,1,6,237,1,,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,2025-02-28,
2238,2,6,238,2,8,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,2025-02-28,
2239,3,6,239,3,,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,2025-02-28,
2240,4,6,240,4,6,auctor sed tristique in tempus sit amet sem fusce consequat,2025-02-28,
2241,1,6,241,1,,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,2025-02-28,
2242,2,6,242,2,9,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,2025-02-28,
2243,3,6,243,3,,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,2025-02-28,
2244,4,6,244,4,,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,2025-02-28,
